1,6,0,*,1,*,1,20,20,20,0.5,>,2,1,+,0,4,FALSE,0,0,FALSE,100,100
290101,29,0.6,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,1.2,0,TRUE,40,60
290102,29,0.01875,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,1.2,0,TRUE,60,40
290201,29,0.6,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,1.2,0,TRUE,40,60
290202,29,0.01875,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,1.2,0,TRUE,60,40
330101,33,0.1,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.4,0,TRUE,40,60
330102,33,0.00375,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.4,0,TRUE,60,40
330201,33,0.1,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.4,0,TRUE,40,60
330202,33,0.00375,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.4,0,TRUE,60,40
1210101,12,-0.57,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,1,4,TRUE,2.048,-0.57,TRUE,40,60
1210102,12,-0.057,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,1,4,TRUE,2.048,-0.57,TRUE,60,40
1210201,12,-0.57,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,1,4,TRUE,2.048,-0.57,TRUE,40,60
1210202,12,-0.057,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,1,4,TRUE,2.048,-0.57,TRUE,60,40
1220101,12,0.512,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,1,4,TRUE,2.048,-0.57,TRUE,40,60
1220102,12,0.09,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,1,4,TRUE,2.048,-0.57,TRUE,60,40
1220201,12,0.512,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,1,4,TRUE,2.048,-0.57,TRUE,40,60
1220202,12,0.09,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,1,4,TRUE,2.048,-0.57,TRUE,60,40
2210101,22,7.5,/,0.65,*,0.65,20,20,20,0.5,>,2,1,-,9.81,4,TRUE,7.5,-30,TRUE,40,60
2210102,22,0.2,/,0.65,*,0.65,20,20,20,0.5,>,2,1,-,9.81,4,TRUE,7.5,-30,TRUE,60,40
2210201,22,7.5,/,0.65,*,0.65,20,20,20,0.5,>,2,2,-,9.81,4,TRUE,7.5,-30,TRUE,40,60
2210202,22,0.2,/,0.65,*,0.65,20,20,20,0.5,>,2,2,-,9.81,4,TRUE,7.5,-30,TRUE,60,40
2220101,22,-7.5,/,0.65,*,0.65,20,20,20,0.5,>,2,1,-,9.81,4,TRUE,7.5,-30,TRUE,40,60
2220102,22,-0.2,/,0.65,*,0.65,20,20,20,0.5,>,2,1,-,9.81,4,TRUE,7.5,-30,TRUE,60,40
2220201,22,-7.5,/,0.65,*,0.65,20,20,20,0.5,>,2,2,-,9.81,4,TRUE,7.5,-30,TRUE,40,60
2220202,22,-0.2,/,0.65,*,0.65,20,20,20,0.5,>,2,2,-,9.81,4,TRUE,7.5,-30,TRUE,60,40
3010101,30,-60,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,240,-120,TRUE,40,60
3010102,30,-3,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,240,-120,TRUE,60,40
3010201,30,-60,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,240,-120,TRUE,40,60
3010202,30,-3,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,240,-120,TRUE,60,40
3020101,30,60,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,240,-120,TRUE,40,60
3020102,30,3,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,240,-120,TRUE,60,40
3020201,30,60,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,240,-120,TRUE,40,60
3020202,30,3,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,240,-120,TRUE,60,40
6010101,6,-0.46,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.92,-0.92,TRUE,40,60
6010102,6,-0.0345,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.92,-0.92,TRUE,60,40
6010201,6,-0.46,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.92,-0.92,TRUE,40,60
6010202,6,-0.0345,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.92,-0.92,TRUE,60,40
6020101,6,0.46,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.92,-0.92,TRUE,40,60
6020102,6,0.0345,/,0.65,*,0.65,20,20,20,0.5,>,2,1,+,0,4,TRUE,0.92,-0.92,TRUE,60,40
6020201,6,0.46,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.92,-0.92,TRUE,40,60
6020202,6,0.0345,/,0.65,*,0.65,20,20,20,0.5,>,2,2,+,0,4,TRUE,0.92,-0.92,TRUE,60,40
